1215.0	745.0
1440.0	714.0
868.0	634.0
613.0	741.0
868.0	634.0
868.0	634.0
868.0	634.0
868.0	634.0
868.0	634.0
868.0	634.0
868.0	634.0
1290.0	755.0
1135.0	687.0
1247.0	650.0
1356.0	685.0
531.0	703.0
531.0	703.0
531.0	703.0
531.0	703.0
531.0	703.0
531.0	703.0
531.0	703.0
531.0	703.0
1308.0	752.0
1308.0	752.0
1308.0	752.0
1455.0	726.0
1308.0	752.0
1308.0	752.0
689.0	581.0
689.0	581.0
689.0	581.0
689.0	581.0
689.0	581.0
689.0	581.0
689.0	581.0
689.0	581.0
1485.0	723.0
495.0	631.0
587.0	482.0
1076.0	649.0
678.0	437.0
678.0	437.0
678.0	437.0
678.0	437.0
678.0	437.0
1506.0	690.0
1263.0	687.0
840.0	631.0
840.0	631.0
840.0	631.0
1171.0	714.0
623.0	659.0
1125.0	687.0
531.0	703.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
800.0	684.0
1440.0	687.0
1440.0	687.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
1347.0	703.0
1310.0	703.0
840.0	631.0
840.0	631.0
840.0	631.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
891.0	635.0
891.0	635.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
679.0	576.0
1125.0	687.0
679.0	576.0
1440.0	687.0
1374.0	710.0
679.0	576.0
679.0	576.0
679.0	576.0
1374.0	684.0
892.0	613.0
892.0	613.0
892.0	613.0
892.0	613.0
422.0	663.0
892.0	613.0
892.0	613.0
892.0	613.0
892.0	613.0
892.0	613.0
623.0	659.0
1374.0	688.0
623.0	659.0
623.0	659.0
623.0	659.0
1538.0	660.0
1161.0	700.0
910.0	760.0
722.0	609.0
874.0	771.0
1082.0	702.0
1537.0	670.0
889.0	611.0
763.0	728.0
1279.0	685.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
823.0	573.0
1200.0	687.0
574.0	626.0
1213.0	668.0
1286.0	720.0
1167.0	726.0
1272.0	656.0
623.0	659.0
763.0	728.0
763.0	728.0
763.0	728.0
574.0	626.0
1370.0	716.0
1331.0	751.0
1374.0	710.0
763.0	728.0
763.0	728.0
1370.0	703.0
1370.0	703.0
572.0	829.0
1305.0	705.0
909.0	642.0
909.0	642.0
909.0	642.0
1538.0	660.0
1128.0	662.0
909.0	642.0
909.0	642.0
1370.0	703.0
1370.0	703.0
1370.0	703.0
1370.0	703.0
1410.0	676.0
933.0	743.0
1186.0	744.0
1376.0	726.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1221.0	722.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1411.0	663.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
915.0	768.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1094.0	688.0
1453.0	699.0
1292.0	695.0
1405.0	651.0
932.0	760.0
1435.0	712.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
580.0	774.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
1405.0	651.0
932.0	760.0
1383.0	729.0
1411.0	663.0
1270.0	707.0
1440.0	721.0
1440.0	721.0
1440.0	721.0
1440.0	721.0
1538.0	660.0
1440.0	721.0
1440.0	721.0
878.0	736.0
1299.0	723.0
1147.0	681.0
545.0	590.0
545.0	590.0
545.0	590.0
545.0	590.0
459.0	525.0
1119.0	678.0
1092.0	725.0
1327.0	737.0
793.0	597.0
793.0	597.0
793.0	597.0
793.0	597.0
793.0	597.0
793.0	597.0
1287.0	706.0
1287.0	706.0
1383.0	698.0
1374.0	710.0
1438.0	726.0
884.0	710.0
1348.0	722.0
1189.0	672.0
719.0	596.0
1123.0	672.0
1244.0	687.0
647.0	782.0
647.0	782.0
647.0	782.0
1366.0	727.0
774.0	638.0
774.0	638.0
774.0	638.0
1394.0	670.0
623.0	659.0
1300.0	733.0
1317.0	734.0
1181.0	698.0
1207.0	723.0
1328.0	706.0
1532.0	659.0
473.0	701.0
1202.0	684.0
1378.0	747.0
1394.0	670.0
1394.0	670.0
1394.0	670.0
1394.0	670.0
1394.0	670.0
1394.0	670.0
1108.0	668.0
642.0	556.0
642.0	556.0
607.0	908.0
1247.0	705.0
1115.0	700.0
915.0	706.0
822.0	606.0
1352.0	714.0
574.0	586.0
1171.0	660.0
1171.0	660.0
1311.0	718.0
595.0	558.0
757.0	614.0
1400.0	672.0
595.0	558.0
1217.0	662.0
1322.0	672.0
1092.0	725.0
1332.0	659.0
1326.0	672.0
805.0	620.0
824.0	795.0
1380.0	690.0
1142.0	698.0
