2477.0	1540.0	1	2
3162.0	1499.0	1	3
2540.0	933.0	2	3
2706.0	1372.0	1	2
2707.0	1188.0	131	3
2772.0	1268.0	2	3
2821.0	1400.0	36	2
1985.0	1557.0	1	2
2400.0	1543.0	7	2
2064.0	1613.0	6	2
2644.0	1217.0	2	3
2490.0	1692.0	1	3
2661.0	1070.0	5	2
2043.0	1440.0	5	2
2569.0	1498.0	2	3
3070.0	1456.0	22	2
2910.0	1303.0	2	3
2277.0	1421.0	67	3
2531.0	1502.0	1	3
2697.0	1319.0	1	3
2259.0	1306.0	67	3
2497.0	1559.0	20	3
3092.0	1699.0	1	3
2060.0	1664.0	6	2
2029.0	1711.0	6	2
1901.0	1558.0	6	3
3148.0	1603.0	2	3
2286.0	1465.0	13	0
3034.0	1826.0	2	3
3055.0	1685.0	2	2
1975.0	1228.0	2	2
2671.0	1390.0	2	2
2369.0	1688.0	1	2
2022.0	1479.0	2	3
2069.0	1424.0	2	3
2550.0	1093.0	1	3
2275.0	1250.0	1	3
2603.0	1270.0	1	0
2973.0	1420.0	1	3
2626.0	1514.0	2	3
2638.0	1514.0	1	3
2327.0	1499.0	3	2
2396.0	1574.0	3	0
2449.0	1512.0	3	3
2660.0	1207.0	1	3
2450.0	1128.0	2	3
2472.0	1445.0	3	3
2266.0	1286.0	1	3
2314.0	1185.0	1	2
2657.0	922.0	2	3
2657.0	1556.0	1	2
2917.0	1179.0	2	3
2404.0	1465.0	1	1
2552.0	1202.0	1	1
2532.0	1480.0	4	3
2123.0	1390.0	2	2
2450.0	1128.0	2	3
3027.0	1747.0	2	2
2377.0	1242.0	40	2
2546.0	909.0	7	2
2577.0	922.0	1	2
2778.0	1437.0	36	3
2778.0	1437.0	36	3
2771.0	1432.0	36	3
2423.0	987.0	5	2
2419.0	1010.0	5	2
2500.0	933.0	1	2
2444.0	1372.0	22	2
2681.0	804.0	5	2
3126.0	1653.0	30	2
2674.0	1294.0	1	3
2459.0	1934.0	1	2
2114.0	1546.0	3	3
2262.0	1240.0	22	2
2293.0	1504.0	12	3
1982.0	1196.0	6	2
2910.0	1388.0	4	3
3161.0	1577.0	1	2
2609.0	992.0	1	3
1963.0	1536.0	2	2
2000.0	1554.0	1	2
3083.0	1375.0	3	3
2064.0	1190.0	6	2
1933.0	1653.0	2	3
3121.0	1749.0	2	3
3200.0	1438.0	1	3
2759.0	1253.0	2	2
2394.0	1123.0	40	2
2441.0	1344.0	2	2
2920.0	1344.0	40	2
2827.0	1340.0	40	2
2511.0	1571.0	1	2
2605.0	1487.0	2	3
2387.0	1554.0	7	2
2414.0	1009.0	5	2
2805.0	1228.0	3	3
2421.0	1847.0	2	2
2348.0	985.0	5	2
2489.0	1024.0	1	2
1978.0	1219.0	6	2
1919.0	1349.0	2	2
2648.0	1245.0	15	2
2386.0	1049.0	1	2
2419.0	1447.0	9	3
2310.0	1571.0	2	2
2310.0	1664.0	2	2
2781.0	1343.0	1	0
2286.0	1053.0	2	2
2843.0	903.0	6	2
1924.0	1182.0	14	2
1923.0	1209.0	14	2
2046.0	1188.0	45	2
2328.0	1360.0	2	2
2141.0	1548.0	2	3
2577.0	1275.0	12	3
2096.0	1660.0	2	3
2145.0	1573.0	6	2
2851.0	1392.0	40	3
2113.0	1341.0	1	3
2204.0	1225.0	1	0
2076.0	1209.0	6	2
2977.0	1432.0	1	2
2853.0	1266.0	1	2
2451.0	1090.0	2	1
1973.0	1194.0	6	2
2344.0	1226.0	2	3
2370.0	1532.0	7	2
2327.0	1248.0	2	3
2486.0	1570.0	7	2
2707.0	1087.0	1	2
2405.0	1293.0	1	0
2508.0	1587.0	1	1
2551.0	1407.0	2	3
2601.0	875.0	1	3
1938.0	1614.0	19	2
2164.0	1522.0	2	3
2513.0	1324.0	6	3
1947.0	1460.0	1	3
2635.0	963.0	2	3
2644.0	873.0	1	2
2154.0	1205.0	19	3
2815.0	948.0	2	3
2472.0	1161.0	1	3
2026.0	1574.0	4	2
2842.0	973.0	2	3
2635.0	963.0	2	3
2140.0	1468.0	1	3
2453.0	1459.0	1	3
2190.0	1448.0	6	3
2507.0	1006.0	19	3
2574.0	1284.0	1	2
2034.0	1630.0	1	3
2590.0	1184.0	12	3
2662.0	1299.0	15	2
2486.0	989.0	22	2
2657.0	1303.0	15	2
2662.0	1299.0	15	2
2541.0	975.0	22	2
2409.0	1010.0	5	2
2701.0	1346.0	131	0
2119.0	1554.0	6	3
2704.0	1265.0	3	3
2168.0	1517.0	6	3
2151.0	1307.0	19	3
2219.0	1176.0	19	3
2215.0	1314.0	19	3
2255.0	1211.0	19	3
2256.0	1254.0	19	3
2167.0	1300.0	19	3
2650.0	1224.0	131	2
2336.0	1683.0	1	0
2610.0	1258.0	1	3
2719.0	1184.0	2	3
2671.0	1437.0	131	0
2231.0	1188.0	19	3
2808.0	1273.0	3	3
2630.0	1613.0	1	2
2245.0	1121.0	15	3
2238.0	1128.0	15	3
1932.0	1396.0	2	2
2090.0	1419.0	1	3
1920.0	1348.0	1	3
2163.0	1638.0	4	2
2773.0	1318.0	3	2
1984.0	1426.0	1	3
3094.0	1463.0	3	3
3014.0	1411.0	3	3
2847.0	1095.0	1	3
2643.0	1407.0	1	3
3126.0	1653.0	30	2
2289.0	1168.0	2	3
2392.0	1453.0	3	2
2263.0	1145.0	15	3
3137.0	1600.0	2	2
2155.0	1759.0	1	1
2574.0	1157.0	12	3
2007.0	1351.0	1	3
2321.0	1697.0	5	3
2536.0	1004.0	2	2
2168.0	1273.0	4	2
2432.0	1498.0	3	2
3024.0	1388.0	1	3
2613.0	1147.0	1	3
2603.0	1005.0	1	1
2575.0	1153.0	12	3
2447.0	1478.0	5	3
2469.0	1441.0	2	3
2472.0	1022.0	1	1
2731.0	847.0	38	3
2284.0	1203.0	1	3
2433.0	1858.0	2	2
2632.0	1291.0	12	3
2567.0	1266.0	9	3
2616.0	926.0	1	3
2794.0	1251.0	1	2
2381.0	1441.0	3	2
2564.0	1547.0	25	3
2423.0	1099.0	19	3
3125.0	1479.0	1	3
2341.0	1072.0	14	2
3184.0	1782.0	2	3
2516.0	1502.0	25	3
2660.0	1304.0	15	2
2563.0	1481.0	2	3
2561.0	1194.0	1	3
2601.0	1342.0	15	2
2682.0	976.0	2	3
2386.0	1063.0	14	2
3024.0	1569.0	1	3
2298.0	1436.0	1	3
2437.0	1565.0	1	2
2737.0	1154.0	39	3
2231.0	1360.0	5	3
2451.0	1650.0	2	3
2314.0	1004.0	15	3
2245.0	1297.0	19	3
2685.0	1367.0	13	3
2981.0	1578.0	2	3
2669.0	1434.0	20	3
2815.0	1447.0	13	3
2465.0	1026.0	19	3
2381.0	1245.0	3	3
2738.0	1423.0	13	3
2419.0	1767.0	5	3
2265.0	1270.0	1	3
2418.0	1458.0	9	2
2675.0	1415.0	13	3
2920.0	976.0	1	3
2616.0	978.0	1	3
2567.0	950.0	2	3
2706.0	1413.0	2	3
2446.0	1448.0	2	3
2643.0	988.0	1	0
2604.0	1557.0	1	1
3025.0	1657.0	11	3
2738.0	1517.0	13	3
2748.0	1396.0	13	3
2060.0	1217.0	33	2
2354.0	1042.0	15	3
3131.0	1460.0	6	3
2011.0	1394.0	1	3
2396.0	1414.0	12	2
2168.0	1517.0	6	3
2813.0	1102.0	1	1
2613.0	1572.0	2	3
2100.0	1216.0	1	3
2188.0	1485.0	6	3
2980.0	1521.0	11	3
2545.0	1068.0	1	3
2993.0	1633.0	11	3
3206.0	1550.0	11	3
3148.0	1738.0	11	3
2625.0	911.0	3	2
2168.0	1493.0	6	3
2457.0	1395.0	1	3
2990.0	1519.0	11	3
2385.0	1078.0	14	2
3157.0	1687.0	11	3
3095.0	1443.0	11	3
2695.0	1475.0	1	2
2774.0	1286.0	3	3
1957.0	1190.0	174	2
2354.0	1089.0	3	2
2808.0	1413.0	36	3
2625.0	1119.0	129	2
2657.0	1536.0	1	3
2580.0	1520.0	129	2
2516.0	951.0	4	3
2458.0	1027.0	2	3
2225.0	1796.0	18	2
2340.0	1042.0	15	3
1877.0	1596.0	1	0
2645.0	1319.0	1	0
2280.0	1211.0	3	2
2736.0	1172.0	1	3
2116.0	1788.0	6	2
2204.0	1786.0	6	2
2186.0	1771.0	6	2
2251.0	1701.0	1	3
2683.0	1450.0	1	1
2069.0	1624.0	4	2
3034.0	1631.0	2	2
2582.0	1260.0	4	3
2842.0	1027.0	4	3
2347.0	1496.0	2	0
