1555.0	1345.0	165	Legales
1831.0	1228.0	165	Legales
1831.0	1228.0	165	Legales
1802.0	1294.0	165	Legales
1831.0	1228.0	165	Legales
2112.0	1159.0	165	Legales
1807.0	1205.0	165	Legales
1407.0	1609.0	165	Legales
1531.0	1137.0	165	Legales
1754.0	1141.0	165	Legales
1531.0	1137.0	165	Legales
1728.0	1181.0	165	Legales
1574.0	1586.0	165	Legales
1834.0	1242.0	165	Legales
1573.0	938.0	165	Legales
1795.0	1131.0	165	Legales
1792.0	1130.0	165	Legales
1831.0	1228.0	165	Legales
1831.0	1228.0	165	Legales
1834.0	1242.0	165	Legales
1834.0	1242.0	165	Legales
1476.0	1154.0	165	Legales
1465.0	1632.0	165	Legales
1530.0	1397.0	165	Legales
1831.0	1228.0	165	Legales
2101.0	1244.0	165	Legales
1757.0	1218.0	165	Legales
1573.0	938.0	165	Legales
1476.0	1154.0	165	Legales
1531.0	1137.0	165	Legales
1646.0	1647.0	165	Legales
1574.0	1586.0	165	Legales
1834.0	1242.0	165	Legales
1476.0	1154.0	165	Legales
1573.0	938.0	165	Legales
1834.0	1242.0	165	Legales
1515.0	1501.0	165	Legales
1680.0	1464.0	165	Legales
1743.0	1408.0	165	Legales
1831.0	1228.0	165	Legales
1573.0	938.0	165	Legales
1531.0	1137.0	165	Legales
1742.0	1306.0	165	Legales
1626.0	1540.0	165	Legales
1637.0	1608.0	165	Legales
1834.0	1242.0	165	Legales
1500.0	1196.0	165	Legales
1476.0	1154.0	165	Legales
1531.0	1137.0	165	Legales
1834.0	1242.0	165	Legales
2058.0	1378.0	165	Legales
1873.0	1293.0	165	Legales
1476.0	1154.0	165	Legales
1476.0	1154.0	165	Legales
1742.0	1306.0	165	Legales
1492.0	1563.0	165	Legales
1573.0	938.0	165	Legales
1834.0	1242.0	165	Legales
1500.0	1196.0	165	Legales
1574.0	1586.0	165	Legales
1831.0	1228.0	165	Legales
1704.0	1641.0	165	Legales
1574.0	1586.0	165	Legales
1831.0	1228.0	165	Legales
1831.0	1228.0	165	Legales
1476.0	1154.0	165	Legales
1697.0	1544.0	165	Legales
1624.0	1515.0	165	Legales
2094.0	1221.0	165	Legales
1546.0	1483.0	165	Legales
1531.0	1137.0	165	Legales
1308.0	1590.0	165	Legales
2094.0	1221.0	165	Legales
1831.0	1228.0	165	Legales
1834.0	1242.0	165	Legales
