1484.0	1319.0	165
2036.0	1085.0	165
2036.0	1085.0	165
1977.0	1216.0	165
2036.0	1085.0	165
2598.0	947.0	165
1987.0	1038.0	165
1187.0	1847.0	165
1435.0	902.0	165
1881.0	910.0	165
1435.0	902.0	165
1829.0	991.0	165
1521.0	1801.0	165
2041.0	1113.0	165
1519.0	505.0	165
1963.0	890.0	165
1957.0	889.0	165
2036.0	1085.0	165
2036.0	1085.0	165
2041.0	1113.0	165
2041.0	1113.0	165
1325.0	937.0	165
1303.0	1892.0	165
1434.0	1422.0	165
2036.0	1085.0	165
2576.0	1116.0	165
1887.0	1065.0	165
1519.0	505.0	165
1325.0	937.0	165
1435.0	902.0	165
1665.0	1922.0	165
1521.0	1801.0	165
2041.0	1113.0	165
1325.0	937.0	165
1519.0	505.0	165
2041.0	1113.0	165
1404.0	1631.0	165
1734.0	1556.0	165
1859.0	1445.0	165
2036.0	1085.0	165
1519.0	505.0	165
1435.0	902.0	165
1857.0	1240.0	165
1626.0	1708.0	165
1647.0	1845.0	165
2041.0	1113.0	165
1374.0	1020.0	165
1325.0	937.0	165
1435.0	902.0	165
2041.0	1113.0	165
2490.0	1385.0	165
2120.0	1214.0	165
1325.0	937.0	165
1325.0	937.0	165
1857.0	1240.0	165
1358.0	1754.0	165
1519.0	505.0	165
2041.0	1113.0	165
1374.0	1020.0	165
1521.0	1801.0	165
2036.0	1085.0	165
1781.0	1911.0	165
1521.0	1801.0	165
2036.0	1085.0	165
2036.0	1085.0	165
1325.0	937.0	165
1768.0	1717.0	165
1622.0	1658.0	165
2561.0	1070.0	165
1465.0	1594.0	165
1435.0	902.0	165
989.0	1808.0	165
2561.0	1070.0	165
2036.0	1085.0	165
2041.0	1113.0	165
2041.0	1113.0	165
1781.0	1911.0	165
2036.0	1085.0	165
1521.0	1801.0	165
1622.0	1658.0	165
1963.0	890.0	165
1364.0	1386.0	165
1303.0	1892.0	165
1325.0	937.0	165
2036.0	1085.0	165
1914.0	931.0	165
1781.0	1911.0	165
2041.0	1113.0	165
1435.0	902.0	165
1521.0	1801.0	165
1963.0	890.0	165
1325.0	937.0	165
2036.0	1085.0	165
1857.0	1240.0	165
1857.0	1240.0	165
2041.0	1113.0	165
1519.0	505.0	165
1963.0	890.0	165
1963.0	890.0	165
2041.0	1113.0	165
2036.0	1085.0	165
1325.0	937.0	165
2036.0	1085.0	165
2234.0	793.0	165
1775.0	1901.0	165
1303.0	1892.0	165
1277.0	1769.0	165
1534.0	1321.0	165
1374.0	1020.0	165
2036.0	1085.0	165
1781.0	1911.0	165
1628.0	1637.0	165
1857.0	1240.0	165
1519.0	505.0	165
1681.0	1956.0	165
1775.0	1901.0	165
1775.0	1901.0	165
1781.0	1911.0	165
2041.0	1113.0	165
1963.0	890.0	165
1963.0	890.0	165
1977.0	1216.0	165
2036.0	1085.0	165
1303.0	1892.0	165
1519.0	505.0	165
2041.0	1113.0	165
1519.0	505.0	165
1429.0	1312.0	165
2041.0	1113.0	165
1519.0	505.0	165
1527.0	1011.0	165
1519.0	505.0	165
2041.0	1113.0	165
2036.0	1085.0	165
806.0	1732.0	165
2041.0	1113.0	165
1963.0	890.0	165
2036.0	1085.0	165
1303.0	1892.0	165
1621.0	1682.0	165
1521.0	1801.0	165
2041.0	1113.0	165
2561.0	1070.0	165
2073.0	1440.0	165
1775.0	1901.0	165
1775.0	1901.0	165
1781.0	1911.0	165
1519.0	505.0	165
1615.0	1549.0	165
2041.0	1113.0	165
2456.0	1448.0	165
1963.0	890.0	165
1881.0	1370.0	165
2036.0	1085.0	165
1519.0	505.0	165
1519.0	505.0	165
1963.0	890.0	165
2561.0	1070.0	165
1435.0	902.0	165
1963.0	890.0	165
1435.0	902.0	165
1325.0	937.0	165
1325.0	937.0	165
2036.0	1085.0	165
1807.0	986.0	165
804.0	1949.0	108
2021.0	174.0	108
2247.0	1791.0	108
2230.0	1734.0	108
1275.0	2009.0	108
1555.0	1556.0	108
1511.0	1771.0	108
1241.0	698.0	108
1734.0	1985.0	108
1299.0	1579.0	108
1731.0	1556.0	108
1464.0	1789.0	108
1275.0	2009.0	108
1275.0	2009.0	108
1538.0	901.0	108
1920.0	913.0	108
2456.0	1448.0	108
1971.0	1021.0	108
1893.0	1426.0	108
1685.0	1405.0	108
2228.0	1283.0	108
1220.0	1304.0	108
2625.0	867.0	108
918.0	1700.0	108
1239.0	1296.0	108
1583.0	1493.0	108
1299.0	1409.0	108
1509.0	1102.0	108
1275.0	2009.0	108
1608.0	1519.0	108
1908.0	1397.0	108
1648.0	876.0	108
1699.0	1345.0	108
1703.0	1423.0	108
1878.0	1020.0	108
2758.0	972.0	108
1920.0	913.0	108
2758.0	972.0	108
2758.0	972.0	108
1598.0	1973.0	108
2021.0	174.0	108
1729.0	1854.0	108
1796.0	1931.0	108
1275.0	2009.0	108
2758.0	972.0	108
1580.0	1994.0	108
1627.0	1955.0	108
1685.0	1405.0	108
2228.0	1283.0	108
1603.0	1955.0	108
1543.0	1924.0	108
1534.0	1321.0	108
1527.0	1169.0	108
1685.0	1405.0	108
2021.0	174.0	108
1599.0	1138.0	108
