916.0	673.0
943.0	392.0
916.0	673.0
916.0	673.0
916.0	673.0
916.0	673.0
950.0	557.0
927.0	592.0
927.0	592.0
927.0	592.0
920.0	586.0
898.0	618.0
906.0	532.0
906.0	532.0
906.0	532.0
934.0	606.0
928.0	594.0
927.0	592.0
944.0	568.0
938.0	438.0
928.0	594.0
928.0	594.0
906.0	532.0
906.0	532.0
906.0	532.0
861.0	592.0
861.0	592.0
906.0	600.0
908.0	473.0
930.0	493.0
930.0	493.0
930.0	493.0
930.0	493.0
861.0	592.0
898.0	550.0
932.0	615.0
932.0	615.0
932.0	615.0
932.0	615.0
932.0	615.0
933.0	508.0
898.0	618.0
898.0	618.0
902.0	639.0
886.0	658.0
898.0	618.0
936.0	667.0
927.0	515.0
912.0	491.0
926.0	401.0
896.0	538.0
924.0	651.0
924.0	651.0
913.0	487.0
887.0	630.0
871.0	610.0
960.0	551.0
903.0	655.0
935.0	648.0
931.0	501.0
905.0	529.0
926.0	630.0
943.0	503.0
1012.0	526.0
933.0	612.0
940.0	383.0
893.0	629.0
889.0	630.0
861.0	592.0
910.0	666.0
921.0	474.0
926.0	684.0
928.0	411.0
934.0	662.0
952.0	533.0
909.0	560.0
