LONGITUD_X,LATITUD_Y,DISTRICTE,TIPUS_CARRER,CARRER
2.144062175,41.37727618,SANTS-MONTJUÏC,CARRER,RECTOR TRIADO
2.160246452,41.37360318,SANTS-MONTJUÏC,CARRER,CONCORDIA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.181762469,41.39715607,L'EIXAMPLE,CARRER,SARDENYA
2.185911989,41.39203272,SANT MARTI,CARRER,WELLINGTON
2.154933086,41.40484594,GRACIA,CARRER,TOPAZI
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.14604123,41.40696719,SARRIA-SANT GERVASI,CARRER,BALLESTER
2.149939031,41.39193861,L'EIXAMPLE,CARRER,CASANOVA
2.16108019,41.38775288,L'EIXAMPLE,CARRER,CONSELL DE CENT
2.206186085,41.40057011,SANT MARTI,CARRER,AMISTAT
2.206186085,41.40057011,SANT MARTI,CARRER,AMISTAT
2.215777856,41.40863864,SANT MARTI,CARRER,JOSEP PLA
2.165281273,41.4029855,GRACIA,PASSEIG,SANT JOAN
2.132610248,41.38799527,LES CORTS,CARRER,ANGLESOLA
2.166139603,41.40317882,GRACIA,CARRER,INDUSTRIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.146845254,41.38015418,L'EIXAMPLE,CARRER,VALENCIA
2.133366079,41.37555383,SANTS-MONTJUÏC,CARRER,SANTS
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.184781955,41.39607788,L'EIXAMPLE,CARRER,MARINA
2.184781955,41.39607788,L'EIXAMPLE,CARRER,MARINA
2.176937434,41.39882438,L'EIXAMPLE,CARRER,SICILIA
2.159116834,41.37817723,L'EIXAMPLE,CARRER,VILADOMAT
2.156124876,41.37559512,L'EIXAMPLE,CARRER,ENTENÇA
2.172238392,41.40238033,L'EIXAMPLE,PLAÇA,SAGRADA FAMILIA
2.172629654,41.40977461,L'EIXAMPLE,CARRER,SANT ANTONI MARIA CLARET
2.16082572,41.37422856,SANTS-MONTJUÏC,CARRER,CONCORDIA
2.2026489,41.40911914,SANT MARTI,CARRER,PERE IV
2.163943555,41.37253119,SANTS-MONTJUÏC,CARRER,TAPIOLES
2.158817503,41.3723569,SANTS-MONTJUÏC,CARRER,PEDRERES
2.163320753,41.37462459,SANTS-MONTJUÏC,CARRER,BLASCO DE GARAY
2.157714311,41.40122605,GRACIA,TRAVESSERA,GRACIA
2.17832116,41.39898797,L'EIXAMPLE,CARRER,DIPUTACIO
2.173807973,41.40412583,L'EIXAMPLE,CARRER,PROVENÇA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.135493334,41.37450285,SANTS-MONTJUÏC,CARRER,FERNANDEZ DURO
2.176937434,41.39882438,L'EIXAMPLE,CARRER,SICILIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.175651688,41.40210743,L'EIXAMPLE,CARRER,VALENCIA
2.175651688,41.40210743,L'EIXAMPLE,CARRER,VALENCIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.157137966,41.39500246,L'EIXAMPLE,CARRER,CORSEGA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.168500632,41.39694368,L'EIXAMPLE,CARRER,GIRONA
2.146686943,41.37903673,L'EIXAMPLE,CARRER,LLANÇA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.141514322,41.37227871,SANTS-MONTJUÏC,CARRER,GAVA
2.141514322,41.37227871,SANTS-MONTJUÏC,CARRER,GAVA
2.141514322,41.37227871,SANTS-MONTJUÏC,CARRER,GAVA
2.179128328,41.40989755,SANT MARTI,CARRER,FRESER
2.179128328,41.40989755,SANT MARTI,CARRER,FRESER
2.179128328,41.40989755,SANT MARTI,CARRER,FRESER
2.179128328,41.40989755,SANT MARTI,CARRER,FRESER
2.179128328,41.40989755,SANT MARTI,CARRER,FRESER
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.186564607,41.40786798,SANT MARTI,AVINGUDA,MERIDIANA
2.164866274,41.38984321,L'EIXAMPLE,RAMBLA,CATALUNYA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.174151109,41.39069358,L'EIXAMPLE,CARRER,BRUC
2.144101537,41.37956698,L'EIXAMPLE,CARRER,TARRAGONA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.133366079,41.37555383,SANTS-MONTJUÏC,CARRER,SANTS
2.204508417,41.40806561,SANT MARTI,CARRER,VENEÇUELA
2.172871348,41.40342537,L'EIXAMPLE,PLAÇA,SAGRADA FAMILIA
2.168961518,41.39290713,L'EIXAMPLE,CARRER,ROGER DE LLURIA
2.167528189,41.37268171,SANTS-MONTJUÏC,CARRER,NOU DE LA RAMBLA
2.158483406,41.40029685,GRACIA,CARRER,MARTINEZ DE LA ROSA
2.158483406,41.40029685,GRACIA,CARRER,MARTINEZ DE LA ROSA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.158289172,41.39791445,GRACIA,PASSEIG,GRACIA
2.197011915,41.39150741,SANT MARTI,AVINGUDA,ICARIA
2.147057181,41.40459741,SARRIA-SANT GERVASI,CARRER,VALLIRANA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.147587215,41.40794982,SARRIA-SANT GERVASI,AVINGUDA,REPUBLICA ARGENTINA
2.180932278,41.40165436,L'EIXAMPLE,AVINGUDA,DIAGONAL
2.129351488,41.3826181,LES CORTS,CARRER,GERARD PIERA
2.165891145,41.37155781,SANTS-MONTJUÏC,CARRER,MAGALHAES
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.16088568,41.41105868,GRACIA,CARRER,BALCELLS
2.174724216,41.39977554,L'EIXAMPLE,CARRER,ARAGO
2.146206355,41.40668237,SARRIA-SANT GERVASI,CARRER,HOMER
2.176937434,41.39882438,L'EIXAMPLE,CARRER,SICILIA
2.168981079,41.38961875,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.15936302,41.38097889,L'EIXAMPLE,CARRER,SEPULVEDA
2.168907046,41.40257021,GRACIA,CARRER,GRASSOT
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.156841907,41.39987742,GRACIA,CARRER,SANT PERE MARTIR
2.16771727,41.37286535,SANTS-MONTJUÏC,CARRER,NOU DE LA RAMBLA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.159879348,41.39906488,GRACIA,CARRER,MARTINEZ DE LA ROSA
2.159879348,41.39906488,GRACIA,CARRER,MARTINEZ DE LA ROSA
2.159879348,41.39906488,GRACIA,CARRER,MARTINEZ DE LA ROSA
2.156679526,41.38273352,L'EIXAMPLE,CARRER,DIPUTACIO
2.141514322,41.37227871,SANTS-MONTJUÏC,CARRER,GAVA
2.141514322,41.37227871,SANTS-MONTJUÏC,CARRER,GAVA
2.167456569,41.38968095,L'EIXAMPLE,PASSEIG,GRACIA
2.16331736,41.39886709,L'EIXAMPLE,CARRER,BRUC
2.170311821,41.39605356,L'EIXAMPLE,CARRER,ARAGO
2.15447782,41.3802501,L'EIXAMPLE,CARRER,CALABRIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.170132502,41.39796495,L'EIXAMPLE,CARRER,VALENCIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.162860282,41.39339566,L'EIXAMPLE,PASSEIG,GRACIA
2.160150857,41.38449952,L'EIXAMPLE,CARRER,CASANOVA
2.157256701,41.37519199,L'EIXAMPLE,AVINGUDA,PARAL.LEL
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.175606551,41.39811856,L'EIXAMPLE,CARRER,NAPOLS
2.146286792,41.4069774,SARRIA-SANT GERVASI,CARRER,HOMER
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.171025128,41.39116223,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.158336102,41.39704927,GRACIA,PASSEIG,GRACIA
2.171143659,41.39708421,L'EIXAMPLE,CARRER,ARAGO
2.160390046,41.39621513,L'EIXAMPLE,PASSEIG,GRACIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.162521987,41.401752,GRACIA,CARRER,BANYOLES
2.179454429,41.40973083,SANT MARTI,CARRER,ROSSELLO
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.154442227,41.38758215,L'EIXAMPLE,CARRER,MALLORCA
2.176140307,41.40471166,L'EIXAMPLE,CARRER,LEPANT
2.159454431,41.39890168,GRACIA,CARRER,FRANCISCO GINER
2.179490305,41.39347158,L'EIXAMPLE,CARRER,ROGER DE FLOR
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.21700445,41.40621632,SANT MARTI,PASSEIG,GARCIA FARIA
2.172604868,41.39443655,L'EIXAMPLE,CARRER,DIPUTACIO
2.146286792,41.4069774,SARRIA-SANT GERVASI,CARRER,HOMER
2.160475065,41.39532894,L'EIXAMPLE,PASSEIG,GRACIA
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.180517404,41.41184715,SANT MARTI,CARRER,FRESER
2.133315591,41.36904405,SANTS-MONTJUÏC,CARRER,CONSTITUCIO
2.17068944,41.38834878,L'EIXAMPLE,RONDA,SANT PERE
2.17068944,41.38834878,L'EIXAMPLE,RONDA,SANT PERE
2.17068944,41.38834878,L'EIXAMPLE,RONDA,SANT PERE
2.164774492,41.37302567,SANTS-MONTJUÏC,CARRER,POETA CABANYES
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.178078439,41.4039238,L'EIXAMPLE,CARRER,VALENCIA
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.146286792,41.4069774,SARRIA-SANT GERVASI,CARRER,HOMER
2.207070421,41.3988077,SANT MARTI,CARRER,FERROCARRIL
2.14776067,41.37506009,SANTS-MONTJUÏC,CARRER,CREU COBERTA
2.14776067,41.37506009,SANTS-MONTJUÏC,CARRER,CREU COBERTA
2.14776067,41.37506009,SANTS-MONTJUÏC,CARRER,CREU COBERTA
2.207070421,41.3988077,SANT MARTI,CARRER,FERROCARRIL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.207070421,41.3988077,SANT MARTI,CARRER,FERROCARRIL
2.207070421,41.3988077,SANT MARTI,CARRER,FERROCARRIL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.174578535,41.40546546,L'EIXAMPLE,AVINGUDA,GAUDI
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.158485854,41.39906103,GRACIA,CARRER,MOZART
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.16671772,41.38636294,L'EIXAMPLE,CARRER,BALMES
2.156760047,41.39047417,L'EIXAMPLE,CARRER,ARIBAU
2.183107632,41.39100824,SANT MARTI,CARRER,ROGER DE FLOR
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.174613972,41.39519426,L'EIXAMPLE,PLAÇA,TETUAN
2.157920251,41.40265342,GRACIA,PLAÇA,REVOLUCIO SETEMBRE 1868
2.163793636,41.37723717,L'EIXAMPLE,CARRER,PARLAMENT
2.16671772,41.38636294,L'EIXAMPLE,CARRER,BALMES
2.174741591,41.37448186,SANTS-MONTJUÏC,AVINGUDA,PARAL.LEL
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.197618379,41.40363454,SANT MARTI,RAMBLA,POBLENOU
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.215323118,41.40496996,SANT MARTI,PASSEIG,GARCIA FARIA
2.17048376,41.39203561,L'EIXAMPLE,CARRER,ROGER DE LLURIA
2.17048376,41.39203561,L'EIXAMPLE,CARRER,ROGER DE LLURIA
2.170066276,41.40474417,GRACIA,CARRER,CORSEGA
2.174760971,41.39364626,L'EIXAMPLE,CARRER,BAILEN
2.144190838,41.38496393,L'EIXAMPLE,CARRER,CORSEGA
2.169030555,41.40197673,L'EIXAMPLE,CARRER,ROSSELLO
2.162511273,41.40026641,GRACIA,CARRER,LLUIS VIVES
2.194753378,41.39146029,SANT MARTI,CARRER,ESTOCOLM
2.173755728,41.40844045,L'EIXAMPLE,CARRER,PADILLA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.176140307,41.40471166,L'EIXAMPLE,CARRER,LEPANT
2.176140307,41.40471166,L'EIXAMPLE,CARRER,LEPANT
2.157021072,41.37975983,L'EIXAMPLE,CARRER,VILADOMAT
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.17068944,41.38834878,L'EIXAMPLE,RONDA,SANT PERE
2.17068944,41.38834878,L'EIXAMPLE,RONDA,SANT PERE
2.180858466,41.40114183,L'EIXAMPLE,CARRER,LEPANT
2.215777856,41.40863864,SANT MARTI,CARRER,JOSEP PLA
2.214187674,41.40616726,SANT MARTI,PASSEIG,TAULAT
2.214327629,41.40529129,SANT MARTI,CARRER,SELVA DE MAR
2.213204543,41.40615154,SANT MARTI,CARRER,SELVA DE MAR
2.213204543,41.40615154,SANT MARTI,CARRER,SELVA DE MAR
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.172737741,41.40503252,L'EIXAMPLE,CARRER,ROSSELLO
2.152405784,41.37782359,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.146220992,41.39414215,SARRIA-SANT GERVASI,TRAVESSERA,GRACIA
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.157158157,41.37440432,SANTS-MONTJUÏC,CARRER,VALLHONRAT
2.174428419,41.40191397,L'EIXAMPLE,PASSATGE,MAIOL
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.180517404,41.41184715,SANT MARTI,CARRER,FRESER
2.180517404,41.41184715,SANT MARTI,CARRER,FRESER
2.180517404,41.41184715,SANT MARTI,CARRER,FRESER
2.168016451,41.38793678,L'EIXAMPLE,RAMBLA,CATALUNYA
2.146206355,41.40668237,SARRIA-SANT GERVASI,CARRER,HOMER
2.14776067,41.37506009,SANTS-MONTJUÏC,CARRER,CREU COBERTA
2.14776067,41.37506009,SANTS-MONTJUÏC,CARRER,CREU COBERTA
2.213204543,41.40615154,SANT MARTI,CARRER,SELVA DE MAR
2.214327629,41.40529129,SANT MARTI,CARRER,SELVA DE MAR
2.213204543,41.40615154,SANT MARTI,CARRER,SELVA DE MAR
2.160434615,41.375752,L'EIXAMPLE,CARRER,CALABRIA
2.160434615,41.375752,L'EIXAMPLE,CARRER,CALABRIA
2.149449899,41.40192552,SARRIA-SANT GERVASI,CARRER,SARAGOSSA
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.169270627,41.38821806,L'EIXAMPLE,PASSEIG,GRACIA
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.167553377,41.37308467,SANTS-MONTJUÏC,CARRER,HORTES
2.158803657,41.39206561,L'EIXAMPLE,CARRER,BALMES
2.181432555,41.40615161,L'EIXAMPLE,CARRER,VALENCIA
2.152926038,41.39857818,SARRIA-SANT GERVASI,PLAÇA,GAL.LA PLACIDIA
2.152926038,41.39857818,SARRIA-SANT GERVASI,PLAÇA,GAL.LA PLACIDIA
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.171232036,41.40314047,L'EIXAMPLE,CARRER,SICILIA
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.148828704,41.38164779,L'EIXAMPLE,CARRER,VALENCIA
2.158979445,41.38929605,L'EIXAMPLE,CARRER,VALENCIA
2.172130094,41.41051255,HORTA-GUINARDÓ,TRAVESSERA,GRACIA
2.145767972,41.39441382,SARRIA-SANT GERVASI,CARRER,AMIGO
2.179637919,41.39449565,L'EIXAMPLE,CARRER,AUSIAS MARC
2.155428811,41.38519727,L'EIXAMPLE,CARRER,ARAGO
2.169257672,41.37396768,SANTS-MONTJUÏC,CARRER,VILA I VILA
2.169270627,41.38821806,L'EIXAMPLE,PASSEIG,GRACIA
2.17883564,41.38482613,CIUTAT VELLA,CARRER,MERCADERS
2.164371326,41.3930125,L'EIXAMPLE,PASSEIG,GRACIA
2.14604123,41.40696719,SARRIA-SANT GERVASI,CARRER,BALLESTER
2.187688933,41.41538777,SANT ANDREU,CARRER,BOFARULL
2.180517404,41.41184715,SANT MARTI,CARRER,FRESER
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.20760134,41.39891663,SANT MARTI,PASSEIG,CALVELL
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.168919996,41.40047312,L'EIXAMPLE,CARRER,PROVENÇA
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.178297607,41.39349362,L'EIXAMPLE,CARRER,AUSIAS MARC
2.169270627,41.38821806,L'EIXAMPLE,PASSEIG,GRACIA
2.161215736,41.38341469,L'EIXAMPLE,CARRER,CASANOVA
2.148770712,41.37179118,SANTS-MONTJUÏC,CARRER,GIMBERNAT
2.152604665,41.38684253,L'EIXAMPLE,CARRER,COMTE D'URGELL
2.203578447,41.4009502,SANT MARTI,CARRER,MARIA AGUILO
2.181762469,41.39715607,L'EIXAMPLE,CARRER,SARDENYA
2.16266181,41.37924712,L'EIXAMPLE,CARRER,COMTE D'URGELL
2.156558963,41.37547116,L'EIXAMPLE,CARRER,TAMARIT
2.156558963,41.37547116,L'EIXAMPLE,CARRER,TAMARIT
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.172624577,41.39819847,L'EIXAMPLE,CARRER,ARAGO
2.159658853,41.3717548,SANTS-MONTJUÏC,CARRER,PALMA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.135178008,41.38713399,LES CORTS,CARRER,NUMANCIA
2.159454431,41.39890168,GRACIA,CARRER,FRANCISCO GINER
2.160337611,41.39811992,GRACIA,CARRER,SANTA TECLA
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.158463177,41.39694829,GRACIA,PASSEIG,GRACIA
2.167811765,41.37235278,SANTS-MONTJUÏC,CARRER,BLESA
2.160099323,41.39332127,L'EIXAMPLE,RAMBLA,CATALUNYA
2.162305927,41.37747135,L'EIXAMPLE,CARRER,COMTE BORRELL
2.157450055,41.38162145,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.205120485,41.39934389,SANT MARTI,CARRER,GALCERAN MARQUET
2.14604123,41.40696719,SARRIA-SANT GERVASI,CARRER,BALLESTER
2.158459038,41.3992054,GRACIA,CARRER,MOZART
2.147659001,41.38210903,L'EIXAMPLE,CARRER,ENTENÇA
2.204907018,41.3984393,SANT MARTI,RAMBLA,POBLENOU
2.171025128,41.39116223,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.154695535,41.37888344,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
2.154695535,41.37888344,L'EIXAMPLE,GRAN VIA,CORTS CATALANES
