1308.0	1021.0	165
2413.0	554.0	165
2413.0	554.0	165
2294.0	815.0	165
2413.0	554.0	165
2315.0	460.0	165
2103.0	204.0	165
1382.0	1987.0	165
2422.0	610.0	165
2267.0	165.0	165
2254.0	161.0	165
2413.0	554.0	165
2413.0	554.0	165
2422.0	610.0	165
2422.0	610.0	165
1208.0	1229.0	165
2413.0	554.0	165
2114.0	513.0	165
1382.0	1987.0	165
2422.0	610.0	165
2422.0	610.0	165
1149.0	1647.0	165
1808.0	1496.0	165
2059.0	1274.0	165
2413.0	554.0	165
2055.0	864.0	165
1592.0	1800.0	165
1635.0	2073.0	165
2422.0	610.0	165
2422.0	610.0	165
2581.0	812.0	165
2055.0	864.0	165
1056.0	1892.0	165
2422.0	610.0	165
1382.0	1987.0	165
2413.0	554.0	165
1382.0	1987.0	165
2413.0	554.0	165
2413.0	554.0	165
1585.0	1701.0	165
1270.0	1572.0	165
2413.0	554.0	165
2422.0	610.0	165
2422.0	610.0	165
2413.0	554.0	165
1382.0	1987.0	165
1585.0	1701.0	165
2267.0	165.0	165
1068.0	1156.0	165
2413.0	554.0	165
2169.0	246.0	165
2422.0	610.0	165
1382.0	1987.0	165
2267.0	165.0	165
2413.0	554.0	165
2055.0	864.0	165
2055.0	864.0	165
2422.0	610.0	165
2267.0	165.0	165
2267.0	165.0	165
2422.0	610.0	165
2413.0	554.0	165
2413.0	554.0	165
895.0	1922.0	165
1409.0	1026.0	165
2413.0	554.0	165
1597.0	1657.0	165
2055.0	864.0	165
2422.0	610.0	165
2267.0	165.0	165
2267.0	165.0	165
2294.0	815.0	165
2413.0	554.0	165
2422.0	610.0	165
1199.0	1009.0	165
2422.0	610.0	165
2422.0	610.0	165
2413.0	554.0	165
2422.0	610.0	165
2267.0	165.0	165
2413.0	554.0	165
1583.0	1748.0	165
1382.0	1987.0	165
2422.0	610.0	165
1571.0	1481.0	165
2422.0	610.0	165
2267.0	165.0	165
2103.0	1124.0	165
2413.0	554.0	165
2267.0	165.0	165
2267.0	165.0	165
2413.0	554.0	165
1451.0	1496.0	108
1362.0	1926.0	108
938.0	1541.0	108
1802.0	1496.0	108
1268.0	1962.0	108
2180.0	210.0	108
2282.0	426.0	108
2126.0	1236.0	108
1710.0	1194.0	108
1507.0	1370.0	108
938.0	1203.0	108
1557.0	1422.0	108
2157.0	1178.0	108
1739.0	1075.0	108
1747.0	1229.0	108
2097.0	425.0	108
2180.0	210.0	108
