id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6709228,"Nice, well-connected apartment.",35124028,Isidre,Eixample,la Nova Esquerra de l'Eixample,41.38014,2.14776,Entire home/apt,122,3,297,2022-11-30,3.32,1,163,58,HUTB-013088
6882038,Double room near to beach,35545637,Marta,Sant Martí,el Poblenou,41.39674,2.19813,Private room,35,2,9,2017-10-01,0.10,1,0,0,
6351472,lovely double room in Grácia,33088231,B,Gràcia,la Vila de Gràcia,41.40177,2.16243,Private room,55,1,1,2015-06-22,0.01,1,0,0,
6882506,Alquiler de habitación para julio,31165623,David Mauricio,Eixample,el Fort Pienc,41.39466,2.17719,Private room,20,10,0,,,1,0,0,
6715938,NOS GUSTA CONOCER NUEVAS CULTURAS,3429484,Daniela,Nou Barris,la Prosperitat,41.44213,2.18153,Private room,35,90,0,,,2,365,0,
6722575,Amazing twin room in the center!,34116974,Alberto,Sants-Montjuïc,el Poble Sec,41.37036,2.16659,Private room,70,3,3,2016-08-06,0.03,2,0,0,
6722829,Sweet Inn | Bright 3BR Apt. with Sea view,32037490,SweetInn,Sant Martí,la Vila Olímpica del Poblenou,41.38863,2.19631,Entire home/apt,168,2,136,2022-11-03,1.51,118,185,16,HUTB-002130
6381267,Charming one bedroom apartment in Gracia district,3376710,Maria StayBarcelona,Gràcia,la Vila de Gràcia,41.40651,2.15925,Entire home/apt,69,2,16,2022-03-04,0.18,39,292,2,HUTB-011643
6723465,Sweet Inn | Artistic 2BR in city center,32037490,SweetInn,Gràcia,la Vila de Gràcia,41.39899,2.15508,Entire home/apt,75,2,126,2022-11-15,1.40,118,196,18,HUTB-001503
6894080,Bright and relaxing single room in center town!!!,36125503,Anna,Eixample,Sant Antoni,41.37651,2.16543,Private room,30,31,33,2022-09-25,0.36,1,89,6,Exempt
6381542,Apartamento de una habitación - en Gracia,10693680,Ramón,Gràcia,la Vila de Gràcia,41.40764,2.15903,Entire home/apt,70,2,42,2022-11-26,0.63,38,292,13,HUTB-011643
6896541,Habitación con encanto,3268311,Olga,Sant Andreu,el Congrés i els Indians,41.42037,2.18105,Private room,44,2,0,,,2,313,0,
6723758,Sweet Inn | Bright studio with sunny terrace,32037490,SweetInn,Gràcia,la Vila de Gràcia,41.4046,2.15456,Entire home/apt,71,2,211,2022-10-28,2.34,118,177,26,HUTB-008756
6723889,Sweet Inn | Elegant Apt. next to Arc de Triomf,32037490,SweetInn,Sant Martí,la Vila Olímpica del Poblenou,41.39065,2.19019,Entire home/apt,80,2,160,2022-10-13,1.77,118,185,24,HUTB-005608
6724391,Sweet Inn | Colourful 4BR with balcony,32037490,SweetInn,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3948,2.14771,Entire home/apt,109,2,127,2022-11-20,1.41,118,173,9,HUTB000596
6381686,Private room in Gracia neighborhood - very quiet,7587496,Vanessa,Gràcia,la Vila de Gràcia,41.40344,2.15418,Private room,15,32,22,2022-09-02,0.25,2,0,3,
6725113,Sweet Inn | Comfortable 4BR by the Sagrada Familia,32037490,SweetInn,Eixample,la Sagrada Família,41.40594,2.17411,Entire home/apt,95,2,130,2022-11-22,1.44,118,156,21,HUTB-004482
6382022,Sunny Aragón apartment,10693680,Ramón,Sant Martí,el Clot,41.40558,2.18429,Entire home/apt,49,32,2,2019-06-01,0.04,38,212,0,
6384013,Sant Antoni 2 - Downtown Barcelona Modern,27573426,EasyFlat,Ciutat Vella,el Raval,41.378586,2.16468,Entire home/apt,98,2,51,2022-11-18,0.56,19,332,32,HUTB-002124
6733070,Sweet Inn | Spacious 2BR near next the Arc de Triomf,32037490,SweetInn,Eixample,la Dreta de l'Eixample,41.38993,2.17702,Entire home/apt,175,2,114,2022-11-27,1.26,118,154,8,HUTB-001219
6733340,Sweet Inn | Artistic 2BR in Calabria,32037490,SweetInn,Eixample,la Nova Esquerra de l'Eixample,41.38122,2.15345,Entire home/apt,110,2,124,2022-10-23,1.37,118,172,16,HUTB-007436
6897176,DOUBLE BED ROOM + BALCONY,2881735,Mo,Gràcia,la Vila de Gràcia,41.40155,2.15159,Private room,60,3,3,2017-05-15,0.04,1,0,0,
6384780,Opening Doors Gal.la - Cosy apartment in Gracia,9667715,Romina,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40049,2.15094,Entire home/apt,89,3,184,2022-11-29,2.04,8,297,32,HUTB-009030
6386338,Fantástico estudio en Gràcia,26521943,Alice,Gràcia,la Vila de Gràcia,41.39783,2.15888,Entire home/apt,101,1,76,2022-12-06,1.12,22,86,24,HUTB-000224
6924144,Bonito APT en el centro de BCN,13316441,Mireia,Ciutat Vella,el Raval,41.38006,2.16952,Entire home/apt,40,32,36,2022-07-11,0.45,2,197,3,Exempt
6733476,"Spacious, bright and centric room in Barcelona",7437408,May,Eixample,la Nova Esquerra de l'Eixample,41.38378,2.15434,Private room,70,28,11,2018-08-31,0.12,3,164,0,Exempt
6733491,Big double room in centric Barcelona,7437408,May,Eixample,la Nova Esquerra de l'Eixample,41.38528,2.15219,Private room,60,20,13,2022-11-30,0.14,3,72,1,Exempt
6390297,Charming magical double room in Gracia,33314396,Elisa,Gràcia,la Vila de Gràcia,41.40444,2.16011,Private room,27,32,161,2022-08-28,1.82,2,285,3,Exempt
6735493,"Balcony, wifi, AC and relax in Sagrada Familia",7994802,Màrius & Vero,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40636,2.16612,Entire home/apt,105,2,153,2022-11-13,2.00,1,83,30,HUTB-011670
6735903,"single, comfy room in Gracia",35275872,Maria,Gràcia,la Vila de Gràcia,41.40297,2.15856,Private room,30,1,0,,,1,0,0,
6931719,Unique family loft/garden and solarium in Center,36338961,Victor,Eixample,la Nova Esquerra de l'Eixample,41.37903,2.15002,Entire home/apt,350,4,0,,,1,365,0,
6937825,Fantastic views of Barcelona!,5501549,Toni,Horta-Guinardó,la Font d'en Fargues,41.42128,2.1691,Private room,24,32,8,2022-06-24,0.12,2,365,1,
6943632,Design at BCN Beach,36409616,Tono,Sant Martí,el Poblenou,41.3982,2.20381,Entire home/apt,85,60,63,2020-03-17,0.70,1,163,0,Exempt
6395411,3 bedroom apartament en Plaza España,3376710,Maria StayBarcelona,Sants-Montjuïc,el Poble Sec,41.37333,2.15575,Entire home/apt,68,2,5,2022-11-11,0.06,39,351,2,HUTB-007770
6736444,"600 sq ft suite, in BCN's Center",35279876,Stella,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38846,2.17632,Private room,120,4,48,2020-02-29,0.54,1,0,0,
6398706,Sunny beach lighthouse Tirant,1391607,Aline I Andrea,Sant Martí,la Vila Olímpica del Poblenou,41.39405,2.20064,Entire home/apt,84,3,60,2022-11-21,0.65,100,275,14,HUTB-006022
6739018,Studio privado en piso compartido,11784592,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38541,2.18396,Private room,80,3,21,2019-09-23,0.30,2,0,0,
6964841,Barcelona. Habitación doble. Centro,31847515,Juan,Eixample,la Dreta de l'Eixample,41.39762,2.16297,Private room,75,1,0,,,1,0,0,
6398758,Mountain Montjuic and sea apartment,28283529,Elisabet,Sants-Montjuïc,el Poble Sec,41.37262,2.17245,Entire home/apt,127,3,110,2022-11-13,1.24,2,350,22,HUTB-008116
6399512,Luminoso junto a la playa,26521943,Alice,Sant Martí,el Poblenou,41.39857,2.20558,Entire home/apt,105,1,73,2022-11-19,0.81,22,89,20,HUTB-000264
6970615,THE FORTYSIX*****  LUXURY APART. PASSEIG DE GRACIA,36548701,Buenaventura,Eixample,la Dreta de l'Eixample,41.39124,2.16503,Entire home/apt,675,3,51,2022-11-26,0.56,1,253,15,HUTB-009625
6757485,Room for rent in shared apartment,2729035,Miquel,Sants-Montjuïc,el Poble Sec,41.37299,2.1555,Private room,49,28,94,2022-10-30,1.32,1,365,2,Exempt
6403731,Nice room in Raval. (air conditioning),6713959,Guillermo,Ciutat Vella,el Raval,41.38062,2.17214,Private room,35,3,68,2020-03-09,1.18,1,0,0,Exempt
6757594,Habitación doble - Barri de Sants,35378757,Natalia,Sants-Montjuïc,Sants,41.37847,2.1321,Private room,50,1,0,,,1,0,0,
6988770,Fantastique terrasse .,32609352,Alexandra,Sants-Montjuïc,el Poble Sec,41.37351,2.16781,Entire home/apt,205,120,1,2015-09-26,0.01,1,364,0,
6428516,BALCONY´S ROOM/ NEXT TO BARCELONETA-JAIME I METRO,852613,Helena,Ciutat Vella,el Barri Gòtic,41.38324,2.17702,Private room,50,31,256,2022-08-21,2.78,6,91,45,Exempt
7003642,Modern apartment with terrace,71615,Mireia And Maria,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40782,2.16553,Entire home/apt,102,1,63,2022-11-21,0.79,20,354,20,HUTB-002441
6760482,Cozy apartment in shopping area,17036488,Pere,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39728,2.14568,Entire home/apt,120,3,233,2022-11-21,2.56,4,355,30,HUTB-009974
6428925,Welcome to the House o'fun!,1707035,Damián,Ciutat Vella,el Raval,41.38106,2.16486,Private room,35,32,133,2022-11-25,1.45,1,364,14,
6763388,Lovely spacious room/double bed,35407241,Julien,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3869,2.17816,Private room,60,1,111,2019-10-29,1.24,1,0,0,
7006472,colchon en habitación compartida,36213611,Victor,Eixample,la Dreta de l'Eixample,41.39694,2.17318,Shared room,69,1,0,,,1,0,0,
7008175,Nature well connected,36739212,Jose,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41079,2.10166,Entire home/apt,50,31,319,2022-09-08,3.73,1,214,4,Exempt
6431465,Rambla Catalunya Authentic&Central Catalan flat,6227060,Anne,Eixample,la Dreta de l'Eixample,41.39504,2.15871,Entire home/apt,160,1,293,2022-11-21,3.18,5,345,33,HUTB-006292
6773769,Stanza vicino al mare,35463109,Gaia,Sant Martí,el Poblenou,41.40468,2.19997,Private room,50,1,0,,,1,0,0,
6432132,Moderno apartmento Sagrada Familia (HUTB-010754),33572211,David,Eixample,el Fort Pienc,41.4004,2.17595,Entire home/apt,149,3,209,2021-11-07,2.28,2,42,0,HUTB-010754-68
6776807,High Comfort 3 Bedrooms' Apartment (42)HUTB:004808,17751441,Oswald,Eixample,Sant Antoni,41.3821,2.16137,Entire home/apt,326,5,112,2022-11-02,1.25,11,82,17,HUTB-004808
6787210,"2 Room=5 people-Barcelona(Forum,S. Familia,center)",15681396,Gabriela,Sant Martí,la Verneda i la Pau,41.42302,2.20378,Private room,40,31,59,2022-07-05,0.66,3,365,3,Exempt
7034555,Double Room in Borne (near Ghotic),36538267,Monica,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38906478881836,2.179637908935547,Private room,65,31,157,2022-08-02,1.74,2,89,2,Exempt
7044731,"Sea view, terrace & central 3bedroom/2bathroom/AC",4253522,Stan,Sants-Montjuïc,el Poble Sec,41.374527,2.174304,Entire home/apt,188,4,321,2022-12-05,3.56,1,77,23,HUTB-009301
6439762,luxurious sea view 3 bedroom,33623144,Tarek,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.4054,2.2176,Entire home/apt,291,30,2,2022-03-23,0.14,1,163,1,
7045285,"Charming & central 1-bedroom, rooftop terrace, AC",4918740,Francesca - Charming Flats,Eixample,Sant Antoni,41.37653,2.15974,Entire home/apt,110,2,114,2022-12-09,1.42,6,244,48,HUTB-008656
7045286,"Sunny, central, AC, charming flat with balcony 1",4918740,Francesca - Charming Flats,Eixample,Sant Antoni,41.37566,2.16165,Entire home/apt,138,2,258,2022-12-05,2.92,6,303,73,HUTB-008655
6794693,Magnificient modernist apartment in the heart of the city.,1489436,Ana,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39052,2.17982,Entire home/apt,260,2,330,2022-11-20,3.69,1,215,44,HUTB-009392
6803776,doble small room / facing the cathedral,8546697,María,Ciutat Vella,el Barri Gòtic,41.38388,2.17261,Private room,16,1,0,,,2,63,0,
6442069,2 BedRooms Apartment with Terrace #3,28388457,Eduardo,Sant Martí,el Parc i la Llacuna del Poblenou,41.39372,2.19099,Entire home/apt,104,1,53,2022-06-13,0.62,14,315,2,HUTB-000846
6442522,2 BedRooms Apartment with Terrace #5,28388457,Eduardo,Sant Martí,la Vila Olímpica del Poblenou,41.39366,2.19272,Entire home/apt,104,2,77,2022-09-11,0.88,14,319,9,HUTB-000843
6805226,Habitación fines de semana /o dias,35624152,Tatiana,Sants-Montjuïc,el Poble Sec,41.37348,2.16876,Private room,36,1,0,,,1,0,0,
7049201,Atico duplex tranquilo gran terraza,36966556,Mari,Sant Andreu,el Congrés i els Indians,41.4224,2.18185,Private room,36,31,25,2022-08-25,0.29,1,363,16,
6442604,Spacious and illuminated apartment 10 minutes from Barceloneta Beach with Terrace.,28388457,Eduardo,Sant Martí,la Vila Olímpica del Poblenou,41.39307,2.19276,Entire home/apt,104,2,36,2022-06-09,0.50,14,335,13,HUTB-000847
7060486,Nice studio in the heart of Sants,4999880,Jul,Sants-Montjuïc,Sants,41.37557,2.13342,Entire home/apt,70,7,126,2022-11-30,1.42,2,79,13,HUTB-170285
6806270,Chill Elkano,1391607,Aline I Andrea,Sants-Montjuïc,el Poble Sec,41.37341,2.16062,Entire home/apt,76,3,89,2022-11-08,0.98,100,272,33,HUTB-010948
6807173,Big Room in SAGRADA FAMILIA,4053184,Josefina,Eixample,la Sagrada Família,41.40748,2.18053,Private room,45,1,10,2015-09-27,0.11,2,0,0,
6457302,Doubble Room,12772429,Elba,Eixample,Sant Antoni,41.37933,2.15923,Private room,40,1,2,2015-06-21,0.02,1,0,0,
7223248,Room near Plaza España,8559977,Manuk,Eixample,la Nova Esquerra de l'Eixample,41.38153,2.1473,Private room,30,1,1,2015-07-25,0.01,1,0,0,
7062680,Cozy balcony in l'Eixample,13187119,Sonia,Eixample,l'Antiga Esquerra de l'Eixample,41.38598,2.16003,Private room,51,3,1,2019-06-02,0.02,1,0,0,
7062775,Chambre double donnant sur terrasse,1711997,NordinS,Ciutat Vella,el Raval,41.37959,2.16643,Private room,45,2,0,,,2,0,0,
6457966,"Cozy and Centric, what else?",2748503,Naiara,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3866,2.18154,Private room,70,2,2,2016-09-11,0.03,1,0,0,
7064358,Double room with terrace,1711997,NordinS,Ciutat Vella,el Raval,41.37961,2.16523,Private room,60,2,0,,,2,0,0,
7230117,"2 1 NICE! AC, WIFI, SUNNY",4311145,Gemma,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41066,2.16015,Entire home/apt,90,3,130,2022-11-21,1.44,1,254,25,HUTB-508141
6459592,Rambla-Plça Catalunya 2 Br free wifi equipped,27573426,EasyFlat,Ciutat Vella,el Raval,41.38517,2.16931,Entire home/apt,60,32,17,2022-10-11,0.19,19,272,6,
7066477,Sunny Private Terrace Penthouse in Gracia,26521943,Alice,Gràcia,la Vila de Gràcia,41.39972,2.15777,Entire home/apt,99,1,247,2022-11-24,3.07,22,87,61,HUTB-002388
6461376,En pleno Eixample junto a Sagrada Familia,26521943,Alice,Eixample,la Sagrada Família,41.40249,2.17388,Entire home/apt,107,1,74,2022-11-24,0.93,22,94,22,HUTB-001044
7067195,Space Single Room,1994441,Alex,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38932,2.18349,Private room,46,32,161,2022-11-27,1.79,2,348,20,
7070893,Cozy room in Gracia! :),19013284,Raquel,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40125,2.14761,Private room,29,1,0,,,3,0,0,
7241906,SUPER COOL ROOM GÒTIC QUARTER (Private Room),37917491,Jesús Maria,Ciutat Vella,el Barri Gòtic,41.38589,2.17613,Private room,50,32,213,2022-07-12,2.36,1,342,20,Exempt
6470751,Bcn-rentals.com A3. Only 10 min from Ramblas,4950474,David And Maria,Ciutat Vella,el Raval,41.37924,2.16655,Entire home/apt,112,6,13,2022-08-02,0.17,4,289,4,HUTB-003876
6483225,Amazing suite (private bathroom-wifi) modern Loft,25072553,Albert,Sants-Montjuïc,Sants,41.37823,2.13518,Private room,250,31,113,2020-06-08,1.23,1,365,0,
7252136,Habitación doble en ático con baño,31227261,Ana,Eixample,Sant Antoni,41.37781,2.15319,Private room,60,1,0,,,1,0,0,
7077608,Doubleroom+private bath City Center,8667421,Patricia,Eixample,la Nova Esquerra de l'Eixample,41.38009,2.15063,Private room,150,4,142,2022-07-23,1.58,1,0,3,
7668337,Lux Apartment - Center of Barcelona. We're Back,40256509,Gerard,Eixample,la Dreta de l'Eixample,41.389088,2.174127,Entire home/apt,140,4,154,2022-11-25,1.82,1,120,27,HUTB-004537
7078098,Nice flat near Plaza Espanya,10630344,Mary,Eixample,la Nova Esquerra de l'Eixample,41.38183,2.14959,Private room,30,1,2,2015-07-16,0.02,1,0,0,
7085348,Cozy double room in Barcelona,37139852,Oznur,Gràcia,el Coll,41.42014,2.14848,Private room,15,5,4,2015-08-10,0.04,2,0,0,
7267087,Spacious room in the heart of BCN,10701150,Steeve,Ciutat Vella,el Raval,41.37776,2.16864,Private room,40,3,109,2019-02-24,1.22,1,0,0,
7669190,Alquiler de habitación por días,40264838,Irina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38649,2.17731,Private room,30,1,0,,,1,0,0,
7269989,Double room in Gaudí's heart,11813460,Carolina,Eixample,la Dreta de l'Eixample,41.39384,2.16115,Private room,55,1,0,,,1,0,0,
7086231,Cozy room in Gracia! :),19013284,Raquel,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40174,2.14888,Private room,41,2,1,2015-07-15,0.01,3,0,0,
7681202,Habitación,36695156,Helen,Eixample,l'Antiga Esquerra de l'Eixample,41.39272,2.15694,Private room,50,1,4,2015-09-28,0.04,1,0,0,
7086254,"alq.piso con terraza,acept mascotas",37143874,Pol,Sants-Montjuïc,el Poble Sec,41.37421,2.16361,Shared room,110,3,0,,,1,0,0,
7087498,Room in great location by the beach,36775222,Helena,Sant Martí,la Vila Olímpica del Poblenou,41.39027,2.1938,Private room,55,1,0,,,1,0,0,
7270667,Guardilla hermosa con una división,33734393,Paula,Sants-Montjuïc,Sants,41.37154,2.13556,Private room,45,1,2,2015-07-21,0.02,1,0,0,
7283830,Habitación doble en Sagrada Familia,13791094,Cristina,Eixample,la Sagrada Família,41.40898,2.17425,Private room,40,2,27,2018-06-04,0.30,1,0,0,
7688164,Piso Centrico Barcelona,39914450,Pedro,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38883,2.17761,Private room,30,3,3,2017-09-09,0.03,1,0,0,
7286036,Artistic house in the center of BCN,12105279,Colador,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38921,2.17721,Private room,29,2,11,2017-07-10,0.12,1,0,0,
7091925,Modern flat in Poblenou,14120404,Richard And Roger,Sant Martí,el Parc i la Llacuna del Poblenou,41.40149,2.19527,Entire home/apt,124,2,207,2022-11-13,2.30,7,84,30,HUTB-009540
7696131,2 B-rooms in a Classic Spanish flat,7496141,Aav,Eixample,la Dreta de l'Eixample,41.39735,2.16847,Private room,30,1,1,2015-08-12,0.01,2,0,0,
7098780,Double room in a shared flat.,37207241,Alvaro,Ciutat Vella,el Barri Gòtic,41.38276,2.1757,Private room,30,1,19,2019-09-10,0.21,1,0,0,Exempt
7288715,"Well designed, very clean, comfortable - Barcelona",38169857,Toni,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.4022,2.14357,Entire home/apt,156,3,94,2020-01-02,1.07,1,69,0,HUTB-007478
7696921,Private room with balcony,21864241,Angel,Sants-Montjuïc,Sants,41.37416,2.14029,Private room,35,1,4,2015-08-31,0.04,1,0,0,
7105437,`0´ Double Interior Room. Bonita! `0´,3689552,Juan,Sant Martí,el Camp de l'Arpa del Clot,41.41352,2.18509,Private room,8999,1124,119,2020-02-02,1.31,1,0,0,Exempt
7105608,Harmonious Madrazo,1391607,Aline I Andrea,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39815,2.14578,Entire home/apt,77,3,57,2022-11-27,0.64,100,274,10,HUTB-007027
7697720,Nice apartment near Camp Nou - A/C and Wifi,40430085,Nil,Sants-Montjuïc,Sants - Badal,41.37475,2.12407,Entire home/apt,63,3,237,2022-12-03,2.66,1,70,27,
7108900,Soundproof Room,1994441,Alex,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38891,2.18407,Private room,38,32,198,2022-12-10,2.21,2,327,40,
7296618,NEXT TO PASEO DE GRACIA -LOVE &HOME,38218137,Gala,Eixample,la Dreta de l'Eixample,41.39344,2.15772,Entire home/apt,55,1,348,2022-12-01,3.86,1,291,85,HUTB-013554
7710686,Habitación individual en Gracia,40506131,Drielli,Gràcia,la Vila de Gràcia,41.40178,2.15841,Private room,19,1,0,,,1,0,0,
7297678,Design Apartment,5043625,Alexander,Eixample,la Nova Esquerra de l'Eixample,41.38209,2.15842,Entire home/apt,100,31,5,2018-08-05,0.06,1,363,0,
7112746,Tranquila Habitación centrica,37256945,Iratxe,Eixample,l'Antiga Esquerra de l'Eixample,41.38826,2.1563,Private room,30,1,0,,,1,0,0,
7711359,room w/BALCONY and AMAZING VIEWS,2550257,,Eixample,la Sagrada Família,41.40588,2.17433,Private room,50,2,1,2015-08-05,0.01,1,0,0,
7113910,Cozy room with private balcony,37210379,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38488,2.16081,Private room,40,1,1,2015-07-10,0.01,1,0,0,
7301264,Single room with private toilet,38244233,America,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40467,2.14511,Private room,35,2,3,2018-05-02,0.05,1,0,0,
7721510,Chambre lit double avec balcon,24405697,Edouard,Eixample,la Nova Esquerra de l'Eixample,41.388,2.14555,Private room,40,1,3,2015-10-02,0.03,2,0,0,
7116450,Chambre double en plein centre,37281209,Omar,Eixample,el Fort Pienc,41.39663,2.18025,Private room,40,5,0,,,1,0,0,
7725154,EIXAMPLE DELIGHT - Cozy & Bright Apartment,23966581,Just,Eixample,la Dreta de l'Eixample,41.38952,2.16331,Entire home/apt,115,3,258,2022-11-29,2.90,1,22,55,HUTB-003708
7120267,Cool Room in Borne (near Ghotic),36538267,Monica,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38906478881836,2.179637908935547,Private room,55,31,103,2022-09-07,1.17,2,90,17,
7307037,Double bedroom in Plaza Espanya,38277876,Rugiada,Sants-Montjuïc,Hostafrancs,41.37489,2.1466,Private room,40,3,5,2015-09-29,0.06,1,0,0,
7728805,"Habitación, Plaza Lesseps.",17780241,Aldo,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40753,2.14596,Private room,41,7,2,2016-08-29,0.03,2,0,0,
7315991,Nice & Quiet Room with EnSuite Bathroom,38154931,Caro,Eixample,el Fort Pienc,41.39723,2.17991,Private room,37,5,68,2020-02-29,0.76,1,0,0,
7120827,Barcelona - Loft Parc Guell,35712072,Bcn Mad,Gràcia,la Vila de Gràcia,41.40977,2.15879,Entire home/apt,68,2,144,2022-12-05,1.61,17,324,46,HUTB-005617
7125211,Dúplex cerca de Plaza España,26521943,Alice,Sants-Montjuïc,la Bordeta,41.37336,2.14137,Entire home/apt,160,1,13,2022-11-04,0.20,22,109,8,HUTB-010438
7729232,"Eclectic 2bed,Passeig Sant Joan area",18038725,Zane,Eixample,la Dreta de l'Eixample,41.40086,2.1721,Entire home/apt,164,6,99,2022-12-01,1.11,2,179,12,HUTB-012367
7125860,"In Poblenou, private terrace and beach",26521943,Alice,Sant Martí,el Poblenou,41.39982,2.20685,Entire home/apt,103,1,59,2022-11-17,0.74,22,116,30,HUTB-003698
7316755,Habitación acogedora con mucha luz,25140392,Francine,Ciutat Vella,el Raval,41.37646,2.17296,Private room,40,1,5,2015-08-17,0.06,1,0,0,
7126261,Enjoy this private terrace next to the beach,26521943,Alice,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40038,2.20747,Entire home/apt,160,1,40,2022-11-28,0.50,22,114,10,HUTB-003691
7126414,Magnífico apartamento con terraza,26521943,Alice,Sants-Montjuïc,Hostafrancs,41.37336,2.14199,Entire home/apt,98,1,24,2022-09-19,0.30,22,135,7,HUTB-010458
7736446,Lovely flat next to Sagrada Familia,40659739,Jerónimo Y Catalina,Eixample,la Sagrada Família,41.40735,2.17944,Entire home/apt,70,3,192,2022-11-28,2.16,1,261,32,HUTB-010408
7137292,Sagrada Familia Terrace Penthouse 2 BR - Licensed,98297,Finn,Eixample,la Sagrada Família,41.40672,2.1765,Entire home/apt,85,4,171,2022-11-14,1.91,1,284,36,HUTB-004963
7737874,Alquilo habitación individual,37407902,Cristina,Sant Martí,la Verneda i la Pau,41.41873,2.20591,Private room,20,1,1,2015-08-24,0.01,1,0,0,
7140630,Habitación doble en el centro deBCN,37396319,Alejandro,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38463,2.17845,Private room,66,1,0,,,1,0,0,
7325924,Double room in Barcelona,16253025,Jerson,Sant Martí,la Vila Olímpica del Poblenou,41.39079,2.18909,Private room,18,2,1,2015-08-21,0.01,1,0,0,
7739287,Beautiful 3bd apartment near Borne,40676061,Be Barcelona,Eixample,el Fort Pienc,41.39585,2.18084,Entire home/apt,138,1,247,2022-11-28,2.83,22,315,47,HUTB-004190
7343082,Cozy apartment with terrace,6028483,Giuseppe,Gràcia,la Vila de Gràcia,41.40264,2.15395,Entire home/apt,120,1,4,2016-08-15,0.04,1,0,0,Tourist licence:  HUTB-008421
7150448,Gotic Deluxe Room with mini Fridge.,37447164,Joseph,Ciutat Vella,el Barri Gòtic,41.3804,2.17896,Private room,41,31,139,2022-09-29,2.00,4,0,20,
7739371,Cosy room in Barcelona center,28004234,Fabien,Ciutat Vella,el Raval,41.38188,2.1641,Private room,25,2,0,,,1,0,0,
7159061,Cama doble y sillon cama en Loft,19512522,Maximiliano,Sant Andreu,el Bon Pastor,41.4344,2.20625,Shared room,15,1,4,2015-08-15,0.04,1,0,0,
7343228,"7 días uno gratis
Super Room",2369858,Juan Manuel,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40312,2.14367,Private room,22,2,22,2018-05-08,0.25,1,0,0,
7739629,Large Room with Balcony and Terrace,1727357,Alena,Gràcia,la Vila de Gràcia,41.40506,2.15463,Private room,55,1,2,2015-10-06,0.02,1,0,0,
7352954,Bright & Modern Apartment in te Center- 3 BR,12954600,Cris,Eixample,l'Antiga Esquerra de l'Eixample,41.39219,2.15222,Entire home/apt,218,1,83,2022-12-04,0.99,2,357,38,HUTB-008669
7742710,Central 2 Bedroom Apartment by Sagrada Familia,12387689,Albert,Eixample,la Sagrada Família,41.40409,2.17885,Entire home/apt,103,4,201,2022-11-26,2.26,1,165,32,HUTB-011392
7354602,nice room near Passeig de Gracia,19428734,Esther,Gràcia,la Vila de Gràcia,41.39917,2.1621,Private room,30,2,15,2015-10-20,0.17,1,0,0,
7173195,Single bedroom with nest bed,37572512,Cristina,Les Corts,les Corts,41.38477,2.13117,Private room,30,3,1,2018-09-08,0.02,1,0,0,
7744391,Habitación luminosa en Sants,40706196,Ro,Sants-Montjuïc,Sants,41.37511,2.1388,Private room,21,1,8,2016-01-09,0.09,1,0,0,
7746652,Cozy single room,40697315,Bru,Sants-Montjuïc,la Font de la Guatlla,41.37149,2.1447,Private room,35,30,124,2021-11-01,1.39,1,330,0,Exempt
7186328,Sunny Appartment by Ramblas,289673,Lala,Ciutat Vella,el Raval,41.38094,2.169,Entire home/apt,40,31,34,2022-07-12,0.38,1,275,2,
